"tax_year","pin","min_bldg_sf","max_bldg_sf","bldg_sf_ratio","num_sharing_pin"
"2019","25282050180000",726,1160,1.5978,2
"2019","19083120710000",1206,1928,1.5987,2
"2019","12254320120000",504,806,1.5992,2
"2019","19153140450000",899,1438,1.5996,2
"2019","15033120160000",648,1037,1.6003,2
"2019","30172070460000",626,1003,1.6022,2
"2019","33192040070000",933,1496,1.6034,2
"2019","19083110390000",648,1039,1.6034,2
"2019","28021060430000",896,1440,1.6071,2
"2019","20201140430000",672,1080,1.6071,2
"2019","25303040130000",979,1574,1.6078,2
"2019","32281050220000",816,1312,1.6078,2
"2019","20083180110000",960,1544,1.6083,2
"2019","32281160200000",560,901,1.6089,2
"2019","12234180490000",590,950,1.6102,2
"2019","32294070490000",698,1125,1.6117,2
"2019","17301020230000",682,1100,1.6129,2
"2019","19124160170000",702,1134,1.6154,2
"2019","20084110070000",792,1280,1.6162,2
"2019","24052280230000",654,1057,1.6162,2
"2019","24052280240000",654,1057,1.6162,2
"2019","13194310110000",920,1487,1.6163,2
"2019","26062010420000",506,819,1.6186,2
"2019","15121010060000",827,1340,1.6203,2
"2019","20071260360000",506,820,1.6206,2
"2019","19141100330000",740,1200,1.6216,2
"2019","26314010520000",792,1287,1.625,2
"2019","04251010340000",625,1017,1.6272,2
"2019","18333190340000",572,931,1.6276,2
"2019","13301190280000",529,862,1.6295,2
"2019","20082170180000",978,1594,1.6299,2
"2019","26062080040000",760,1240,1.6316,2
"2019","32324230010000",624,1020,1.6346,2
"2019","17322230020000",575,940,1.6348,2
"2019","26312240040000",734,1200,1.6349,2
"2019","12013230150000",599,980,1.6361,2
"2019","14074130090000",756,1237,1.6362,2
"2019","28021010030000",660,1080,1.6364,2
"2019","28021010040000",660,1080,1.6364,2
"2019","15354190300000",1509,2473,1.6388,2
"2019","14333140440000",1230,2016,1.639,2
"2019","15102310400000",600,984,1.64,2
"2019","20064010060000",780,1280,1.641,2
"2019","15033070070000",624,1025,1.6426,2
"2019","17181150170000",1125,1848,1.6427,2
"2019","13321150140000",575,945,1.6435,2
"2019","03293450120000",1180,1940,1.6441,2
"2019","14314260050000",888,1462,1.6464,2
"2019","05343240140000",973,1603,1.6475,2
"2019","15124200070000",492,811,1.6484,2
"2019","24092100460000",849,1400,1.649,2
"2019","29173110290000",528,872,1.6515,2
"2019","26081150190000",572,945,1.6521,2
"2019","16073160470000",910,1504,1.6527,2
"2019","17282090140000",484,800,1.6529,2
"2019","29033020140000",877,1450,1.6534,2
"2019","26312200440000",580,960,1.6552,2
"2019","17194070020000",1250,2070,1.656,2
"2019","18021010120000",960,1590,1.6563,2
"2019","20274130230000",571,946,1.6567,2
"2019","25164030070000",588,976,1.6599,2
"2019","17064130330000",1496,2484,1.6604,2
"2019","18221050180000",650,1080,1.6615,2
"2019","18134060050000",910,1512,1.6615,2
"2019","29074090360000",622,1034,1.6624,2
"2019","17294010420000",1146,1906,1.6632,2
"2019","19091310170000",571,951,1.6655,2
"2019","13281130150000",650,1083,1.6662,2
"2019","20072080220000",432,720,1.6667,2
"2019","18221090080000",576,960,1.6667,2
"2019","26312270150000",630,1050,1.6667,2
"2019","20263160230000",528,880,1.6667,2
"2019","25334120010000",856,1427,1.6671,2
"2019","29141560350000",873,1456,1.6678,2
"2019","26064140040000",840,1401,1.6679,2
"2019","25013200210000",1271,2120,1.668,2
"2019","21314100480000",756,1263,1.6706,2
"2019","13043080050000",1080,1807,1.6731,2
"2019","17183050050000",1276,2137,1.6748,2
"2019","16263300210000",1215,2036,1.6757,2
"2019","28122270850000",768,1290,1.6797,2
"2019","30083040310000",576,968,1.6806,2
"2019","13053210340000",520,874,1.6808,2
"2019","17193170120000",440,740,1.6818,2
"2019","12243250100000",554,932,1.6823,2
"2019","29174160310000",792,1333,1.6831,2
"2019","16231140310000",798,1344,1.6842,2
"2019","24142170130000",1113,1876,1.6855,2
"2019","25212100090000",704,1189,1.6889,2
"2019","21313020120000",740,1251,1.6905,2
"2019","20192090250000",770,1304,1.6935,2
"2019","13203040360000",696,1179,1.694,2
"2019","29293040130000",1100,1865,1.6955,2
"2019","16012170080000",779,1321,1.6958,2
"2019","17283220240000",625,1060,1.696,2
"2019","26314050220000",600,1018,1.6967,2
"2019","16272010730000",1103,1872,1.6972,2
"2019","13322090120000",600,1020,1.7,2
"2019","28132040090000",400,680,1.7,2
"2019","26053070070000",880,1496,1.7,2
"2019","29161200630000",700,1190,1.7,2
"2019","27174000070000",2195,3735,1.7016,2
"2019","15134020310000",886,1508,1.702,2
"2019","17213180160000",533,908,1.7036,2
"2019","16243110160000",690,1176,1.7043,2
"2019","32282100080000",957,1632,1.7053,2
"2019","28023050070000",591,1009,1.7073,2
"2019","19231090060000",660,1127,1.7076,2
"2019","20072020320000",651,1112,1.7081,2
"2019","26062000320000",624,1066,1.7083,2
"2019","15242020480000",624,1068,1.7115,2
"2019","20023130070000",2220,3801,1.7122,2
"2019","01212050030000",2181,3735,1.7125,2
"2019","20111100050000",3600,6168,1.7133,2
"2019","13081110050000",761,1304,1.7135,2
"2019","14291210100000",840,1440,1.7143,2
"2019","25202000680000",1063,1823,1.715,2
"2019","25271290230000",760,1304,1.7158,2
"2019","18011060210000",842,1445,1.7162,2
"2019","25221030430000",1947,3343,1.717,2
"2019","16333010030000",1062,1824,1.7175,2
"2019","15101270450000",746,1283,1.7198,2
"2019","32294140230000",395,680,1.7215,2
"2019","20251000250000",756,1302,1.7222,2
"2019","15134090070000",488,841,1.7234,2
"2019","16364230230000",731,1260,1.7237,2
"2019","13193100040000",576,994,1.7257,2
"2019","28101180140000",412,711,1.7257,2
"2019","19063070170000",556,960,1.7266,2
"2019","19181070540000",600,1036,1.7267,2
"2019","13334000170000",440,760,1.7273,2
"2019","15101030410000",880,1520,1.7273,2
"2019","18132220270000",500,864,1.728,2
"2019","20302070180000",464,803,1.7306,2
"2019","12343010250000",1074,1860,1.7318,2
"2019","01073000120000",1270,2200,1.7323,2
"2019","17283030100000",600,1040,1.7333,2
"2019","18124100150000",640,1110,1.7344,2
"2019","21313110400000",836,1452,1.7368,2
"2019","16071100030000",1112,1934,1.7392,2
"2019","12254230100000",877,1526,1.74,2
"2019","13294010320000",598,1041,1.7408,2
"2019","12243150180000",520,907,1.7442,2
"2019","30171230080000",495,864,1.7455,2
"2019","14311170250000",1019,1781,1.7478,2
"2019","16244160430000",640,1120,1.75,2
"2019","10133150030000",600,1050,1.75,2
"2019","19111110230000",480,840,1.75,2
"2019","17294090010000",800,1400,1.75,2
"2019","25303080060000",500,876,1.752,2
"2019","26051000390000",450,789,1.7533,2
"2019","19013190370000",752,1319,1.754,2
"2019","24364190040000",802,1407,1.7544,2
"2019","13322090210000",713,1251,1.7546,2
"2019","11312100150000",924,1623,1.7565,2
"2019","13313150270000",1221,2145,1.7568,2
"2019","17064000320000",1113,1958,1.7592,2
"2019","05344170110000",769,1354,1.7607,2
"2019","04063010200000",481,847,1.7609,2
"2019","13234090190000",1032,1818,1.7616,2
"2019","25284090080000",639,1126,1.7621,2
"2019","19024200090000",1182,2084,1.7631,2
"2019","17294260900000",748,1319,1.7634,2
"2019","14203230180000",740,1305,1.7635,2
"2019","17322110220000",600,1060,1.7667,2
"2019","29171040020000",588,1040,1.7687,2
"2019","25034160270000",702,1242,1.7692,2
"2019","25222130570000",1709,3028,1.7718,2
"2019","19122220130000",474,840,1.7722,2
"2019","20153030230000",1080,1918,1.7759,2
"2019","29074250240000",588,1046,1.7789,2
"2019","32292150340000",598,1064,1.7793,2
"2019","28263000250000",1188,2114,1.7795,2
"2019","19124070420000",624,1111,1.7804,2
"2019","12244120120000",758,1350,1.781,2
"2019","25301270200000",576,1028,1.7847,2
"2019","10123190050000",925,1652,1.7859,2
"2019","20211290120000",665,1188,1.7865,2
"2019","19132060190000",600,1072,1.7867,2
"2019","02182040030000",820,1466,1.7878,2
"2019","13084280220000",616,1103,1.7906,2
"2019","09264260310000",1596,2858,1.7907,2
"2019","04113000290000",1903,3408,1.7909,2
"2019","14291050100000",1020,1827,1.7912,2
"2019","20034090240000",1179,2112,1.7913,2
"2019","19334060560000",800,1434,1.7925,2
"2019","12244030350000",454,814,1.793,2
"2019","19114190240000",857,1538,1.7946,2
"2019","19123090350000",748,1344,1.7968,2
"2019","29161060430000",432,777,1.7986,2
"2019","29084060010000",452,813,1.7987,2
"2019","14304100300000",945,1700,1.7989,2
"2019","05344260050000",1144,2058,1.799,2
"2019","20254300010000",1207,2172,1.7995,2
"2019","17061110070000",700,1260,1.8,2
"2019","01151010060000",500,900,1.8,2
"2019","25294140110000",783,1411,1.802,2
"2019","32281040370000",929,1680,1.8084,2
"2019","12254090090000",651,1178,1.8095,2
"2019","15103020100000",700,1267,1.81,2
"2019","14333240190000",702,1272,1.812,2
"2019","13194240170000",540,980,1.8148,2
"2019","25284140360000",1152,2091,1.8151,2
"2019","25212130230000",930,1688,1.8151,2
"2019","25301310310000",924,1680,1.8182,2
"2019","28044100020000",594,1080,1.8182,2
"2019","15132130160000",1260,2291,1.8183,2
"2019","25132020180000",611,1111,1.8183,2
"2019","16091230500000",680,1238,1.8206,2
"2019","30171070060000",636,1158,1.8208,2
"2019","17333020450000",784,1428,1.8214,2
"2019","14183260250000",634,1155,1.8218,2
"2019","30083240270000",653,1190,1.8224,2
"2019","16201090100000",552,1006,1.8225,2
"2019","28022080120000",760,1386,1.8237,2
"2019","30084130250000",585,1067,1.8239,2
"2019","13081030260000",480,876,1.825,2
"2019","22322020060000",790,1442,1.8253,2
"2019","15093090550000",504,920,1.8254,2
"2019","30083180080000",644,1176,1.8261,2
"2019","17283190460000",953,1741,1.8269,2
"2019","12362030130000",672,1228,1.8274,2
"2019","30062050040000",440,805,1.8295,2
"2019","13261260320000",1068,1957,1.8324,2
"2019","25303130070000",432,792,1.8333,2
"2019","16251240190000",720,1320,1.8333,2
"2019","28143090240000",783,1436,1.834,2
"2019","20283320130000",1460,2680,1.8356,2
"2019","20203060080000",576,1058,1.8368,2
"2019","28224070260000",521,957,1.8369,2
"2019","29073280450000",480,882,1.8375,2
"2019","15161130020000",682,1254,1.8387,2
"2019","23341000670000",868,1597,1.8399,2
"2019","19093120050000",828,1524,1.8406,2
"2019","13273060350000",572,1053,1.8409,2
"2019","20352080230000",456,840,1.8421,2
"2019","20184030470000",1294,2386,1.8439,2
"2019","16021070330000",571,1054,1.8459,2
"2019","21322090420000",520,960,1.8462,2
"2019","15363020400000",744,1374,1.8468,2
"2019","25024140080000",684,1264,1.848,2
"2019","29294030140000",576,1066,1.8507,2
"2019","15033360120000",598,1107,1.8512,2
"2019","13152150290000",484,896,1.8512,2
"2019","21313250220000",1376,2552,1.8547,2
"2019","12242070260000",660,1225,1.8561,2
"2019","05343240170000",840,1560,1.8571,2
"2019","17051010460000",684,1271,1.8582,2
"2019","13011160410000",696,1295,1.8606,2
"2019","06344040060000",1147,2138,1.864,2
"2019","19034200030000",750,1398,1.864,2
"2019","25303120250000",545,1017,1.8661,2
"2019","17193010220000",960,1792,1.8667,2
"2019","25343080220000",600,1120,1.8667,2
"2019","17081210230000",648,1210,1.8673,2
"2019","32322170050000",580,1086,1.8724,2
"2019","32082050100000",690,1293,1.8739,2
"2019","25223160080000",900,1687,1.8744,2
"2019","13351240100000",527,988,1.8748,2
"2019","17322170250000",672,1260,1.875,2
"2019","20091060360000",840,1575,1.875,2
"2019","25151210360000",600,1125,1.875,2
"2019","28113230090000",768,1441,1.8763,2
"2019","13144080420000",1650,3100,1.8788,2
"2019","25052180310000",638,1200,1.8809,2
"2019","11071060220000",1050,1976,1.8819,2
"2019","26312100060000",510,960,1.8824,2
"2019","17073260200000",990,1866,1.8848,2
"2019","16014240250000",830,1565,1.8855,2
"2019","24252040220000",663,1252,1.8884,2
"2019","25033230250000",400,756,1.89,2
"2019","26311150410000",486,919,1.8909,2
"2019","12242140010000",607,1148,1.8913,2
"2019","17293060220000",532,1008,1.8947,2
"2019","28122050300000",760,1440,1.8947,2
"2019","16274140200000",798,1512,1.8947,2
"2019","15044030270000",400,760,1.9,2
"2019","19154050160000",518,986,1.9035,2
"2019","23024040120000",560,1066,1.9036,2
"2019","23024040110000",560,1066,1.9036,2
"2019","16274290350000",560,1066,1.9036,2
"2019","17311070340000",768,1464,1.9063,2
"2019","30171290030000",522,996,1.908,2
"2019","10134170090000",1144,2184,1.9091,2
"2019","17283190300000",576,1100,1.9097,2
"2019","23134040230000",832,1589,1.9099,2
"2019","19301090190000",867,1657,1.9112,2
"2019","26071540240000",564,1078,1.9113,2
"2019","14062150250000",1284,2455,1.912,2
"2019","26064070240000",560,1072,1.9143,2
"2019","10241020510000",840,1609,1.9155,2
"2019","17204310170000",1051,2014,1.9163,2
"2019","15041160870000",528,1012,1.9167,2
"2019","19014260620000",1050,2015,1.919,2
"2019","02173060010000",944,1812,1.9195,2
"2019","28122271060000",500,960,1.92,2
"2019","20111100100000",3232,6207,1.9205,2
"2019","14071150330000",1008,1936,1.9206,2
"2019","26081150350000",957,1840,1.9227,2
"2019","15133090170000",480,923,1.9229,2
"2019","13322200360000",520,1000,1.9231,2
"2019","15011050130000",1216,2340,1.9243,2
"2019","01022020350000",704,1356,1.9261,2
"2019","13364220300000",885,1705,1.9266,2
"2019","20291070240000",720,1388,1.9278,2
"2019","10242160210000",584,1126,1.9281,2
"2019","15041220230000",560,1080,1.9286,2
"2019","10123030200000",960,1852,1.9292,2
"2019","10132150010000",1117,2156,1.9302,2
"2019","16062260080000",685,1323,1.9314,2
"2019","29301220500000",400,773,1.9325,2
"2019","04261010870000",1018,1968,1.9332,2
"2019","25023080120000",480,928,1.9333,2
"2019","25294110060000",517,1000,1.9342,2
"2019","16154220190000",1838,3556,1.9347,2
"2019","15132130110000",1000,1936,1.936,2
"2019","12241070460000",494,958,1.9393,2
"2019","13204060130000",758,1470,1.9393,2
"2019","29042150070000",400,776,1.94,2
"2019","13103220100000",641,1244,1.9407,2
"2019","18031160470000",986,1914,1.9412,2
"2019","20074300250000",700,1360,1.9429,2
"2019","28233040210000",595,1157,1.9445,2
"2019","17332110010000",1344,2614,1.9449,2
"2019","05322000280000",939,1828,1.9468,2
"2019","17301000460000",609,1188,1.9507,2
"2019","30083130300000",520,1016,1.9538,2
"2019","14301050190000",696,1360,1.954,2
"2019","15033140090000",576,1127,1.9566,2
"2019","25202140290000",549,1075,1.9581,2
"2019","05341070230000",648,1269,1.9583,2
"2019","20283050180000",576,1128,1.9583,2
"2019","28353010160000",627,1229,1.9601,2
"2019","20362240290000",519,1018,1.9615,2
"2019","10284080350000",937,1838,1.9616,2
"2019","25223040450000",1008,1978,1.9623,2
"2019","29364000130000",466,915,1.9635,2
"2019","19144200210000",560,1104,1.9714,2
"2019","16274240150000",512,1010,1.9727,2
"2019","13322210380000",804,1587,1.9739,2
"2019","32213210140000",512,1012,1.9766,2
"2019","05284210120000",712,1408,1.9775,2
"2019","17182150030000",1486,2940,1.9785,2
"2019","13173060040000",660,1306,1.9788,2
"2019","10132190240000",1184,2344,1.9797,2
"2019","29182150260000",600,1188,1.98,2
"2019","11193120310000",1200,2376,1.98,2
"2019","21313110310000",400,792,1.98,2
"2019","16262060040000",606,1200,1.9802,2
"2019","16074150080000",1323,2620,1.9803,2
"2019","20263160410000",858,1700,1.9814,2
"2019","14203010270000",1324,2624,1.9819,2
"2019","25301170130000",560,1110,1.9821,2
"2019","19124010380000",620,1229,1.9823,2
"2019","20111080130000",2562,5082,1.9836,2
"2019","20032000300000",3188,6324,1.9837,2
"2019","29133040240000",468,929,1.985,2
"2019","18124110120000",741,1471,1.9852,2
"2019","29033140090000",544,1080,1.9853,2
"2019","13361230180000",1152,2288,1.9861,2
"2019","29042150090000",528,1049,1.9867,2
"2019","22291180210000",494,982,1.9879,2
"2019","28311040260000",1272,2529,1.9882,2
"2019","22282060200000",1562,3108,1.9898,2
"2019","10213300030000",1103,2195,1.99,2
"2019","09363130250000",888,1768,1.991,2
"2019","27114000120000",1239,2467,1.9911,2
"2019","32202080180000",888,1769,1.9921,2
"2019","32233030550000",604,1204,1.9934,2
"2019","19103020060000",900,1795,1.9944,2
"2019","16073110310000",693,1386,2.0,2
"2019","25214110030000",480,960,2.0,2
"2019","16161180240000",750,1500,2.0,2
"2019","13301130140000",480,960,2.0,2
"2019","25313040170000",630,1260,2.0,2
"2019","20072180090000",480,960,2.0,2
"2019","19123230390000",434,870,2.0046,2
"2019","29171040060000",400,802,2.005,2
"2019","19131100420000",704,1412,2.0057,2
"2019","12214000540000",664,1332,2.006,2
"2019","20194130330000",460,924,2.0087,2
"2019","17062090330000",1144,2300,2.0105,2
"2019","25343100500000",736,1480,2.0109,2
"2019","16093170250000",1232,2478,2.0114,2
"2019","29123200060000",1026,2064,2.0117,2
"2019","30083150550000",672,1352,2.0119,2
"2019","22302010100000",913,1837,2.012,2
"2019","19132230250000",702,1413,2.0128,2
"2019","30083250160000",528,1063,2.0133,2
"2019","32033000110000",696,1402,2.0144,2
"2019","12242170220000",686,1382,2.0146,2
"2019","17314110390000",500,1008,2.016,2
"2019","09094000050000",2126,4289,2.0174,2
"2019","17293240360000",480,969,2.0188,2
"2019","30182180240000",480,969,2.0188,2
"2019","24241010450000",722,1458,2.0194,2
"2019","19211010280000",1000,2020,2.02,2
"2019","28183020090000",756,1528,2.0212,2
"2019","16333010190000",869,1757,2.0219,2
"2019","18034010080000",1038,2099,2.0222,2
"2019","16173220350000",756,1529,2.0225,2
"2019","28281030050000",663,1342,2.0241,2
"2019","17193030340000",580,1174,2.0241,2
"2019","14203100200000",1875,3796,2.0245,2
"2019","14071100400000",840,1702,2.0262,2
"2019","14181200190000",780,1584,2.0308,2
"2019","20072120130000",640,1300,2.0313,2
"2019","26182160010000",512,1041,2.0332,2
"2019","32322060210000",948,1932,2.038,2
"2019","12254100160000",883,1801,2.0396,2
"2019","25044060050000",616,1257,2.0406,2
"2019","14334060300000",2036,4161,2.0437,2
"2019","29173060060000",528,1080,2.0455,2
"2019","15082080010000",500,1023,2.046,2
"2019","14322240390000",1891,3886,2.055,2
"2019","03203060840000",576,1184,2.0556,2
"2019","16262080410000",1364,2804,2.0557,2
"2019","25212060190000",1276,2624,2.0564,2
"2019","17071060340000",693,1428,2.0606,2
"2019","26304040010000",576,1188,2.0625,2
"2019","26304040020000",576,1188,2.0625,2
"2019","14194190300000",1092,2254,2.0641,2
"2019","20081090450000",759,1570,2.0685,2
"2019","14333180190000",640,1324,2.0688,2
"2019","17193190190000",1210,2507,2.0719,2
"2019","29042010080000",694,1438,2.072,2
"2019","33054000410000",750,1556,2.0747,2
"2019","16122050280000",1170,2431,2.0778,2
"2019","29153000110000",1058,2200,2.0794,2
"2019","15132030160000",1040,2164,2.0808,2
"2019","11191100100000",1185,2467,2.0819,2
"2019","14301050290000",484,1008,2.0826,2
"2019","16091110330000",1200,2500,2.0833,2
"2019","18221110010000",698,1455,2.0845,2
"2019","17311150280000",858,1790,2.0862,2
"2019","17343050010000",3042,6360,2.0907,2
"2019","16091020200000",792,1656,2.0909,2
"2019","20073150380000",638,1335,2.0925,2
"2019","22291040090000",778,1628,2.0925,2
"2019","19202090380000",400,837,2.0925,2
"2019","29163070390000",483,1012,2.0952,2
"2019","13254070380000",1050,2200,2.0952,2
"2019","26083130100000",834,1749,2.0971,2
"2019","01061000560000",1689,3543,2.0977,2
"2019","17061070020000",2142,4495,2.0985,2
"2019","12244020120000",400,840,2.1,2
"2019","26321100380000",500,1050,2.1,2
"2019","26083060120000",400,840,2.1,2
"2019","15143060080000",598,1258,2.1037,2
"2019","16083000070000",1443,3036,2.104,2
"2019","15111380050000",967,2035,2.1044,2
"2019","30074230160000",440,926,2.1045,2
"2019","05334060260000",600,1263,2.105,2
"2019","18221070210000",513,1080,2.1053,2
"2019","11311080150000",655,1380,2.1069,2
"2019","15134160270000",568,1197,2.1074,2
"2019","16164090210000",982,2070,2.1079,2
"2019","13321170210000",828,1746,2.1087,2
"2019","23293000090000",813,1715,2.1095,2
"2019","16053250120000",1035,2186,2.1121,2
"2019","28353020440000",575,1215,2.113,2
"2019","15124190120000",450,951,2.1133,2
"2019","16363170160000",447,945,2.1141,2
"2019","29293150070000",750,1586,2.1147,2
"2019","14184150320000",1196,2530,2.1154,2
"2019","13303120180000",936,1980,2.1154,2
"2019","16304140200000",898,1900,2.1158,2
"2019","24142170660000",903,1911,2.1163,2
"2019","20324260350000",680,1440,2.1176,2
"2019","19063160080000",739,1565,2.1177,2
"2019","25271170210000",517,1095,2.118,2
"2019","14292160160000",1597,3384,2.119,2
"2019","02222010640000",753,1597,2.1208,2
"2019","32202080220000",528,1120,2.1212,2
"2019","13094060170000",538,1142,2.1227,2
"2019","29042000430000",690,1465,2.1232,2
"2019","13322060190000",600,1275,2.125,2
"2019","24361040080000",416,884,2.125,2
"2019","28021070150000",551,1172,2.127,2
"2019","28021070140000",551,1172,2.127,2
"2019","32203010010000",1039,2212,2.129,2
"2019","16364010220000",924,1968,2.1299,2
"2019","15033140100000",576,1227,2.1302,2
"2019","19142100190000",1336,2850,2.1332,2
"2019","20314280260000",620,1325,2.1371,2
"2019","15033380190000",1020,2181,2.1382,2
"2019","28022270220000",576,1232,2.1389,2
"2019","15134210010000",432,924,2.1389,2
"2019","20292230120000",672,1438,2.1399,2
"2019","20112010070000",2268,4860,2.1429,2
"2019","16263110440000",924,1980,2.1429,2
"2019","29094050080000",440,943,2.1432,2
"2019","12253190430000",823,1765,2.1446,2
"2019","20064010190000",456,980,2.1491,2
"2019","10201020090000",688,1480,2.1512,2
"2019","32081010110000",1657,3566,2.1521,2
"2019","25223060600000",670,1443,2.1537,2
"2019","18013010020000",720,1554,2.1583,2
"2019","29112250380000",756,1632,2.1587,2
"2019","16252210040000",792,1710,2.1591,2
"2019","13191310120000",588,1272,2.1633,2
"2019","32081010190000",1475,3196,2.1668,2
"2019","16022280170000",794,1724,2.1713,2
"2019","16212110100000",700,1520,2.1714,2
"2019","13061140230000",792,1722,2.1742,2
"2019","29074280310000",400,870,2.175,2
"2019","17061120290000",1278,2780,2.1753,2
"2019","17341160230000",1240,2702,2.179,2
"2019","24254180170000",572,1247,2.1801,2
"2019","32202030180000",430,938,2.1814,2
"2019","13202120020000",567,1237,2.1817,2
"2019","11181100230000",1744,3805,2.1818,2
"2019","14304040350000",633,1382,2.1833,2
"2019","30182170510000",518,1132,2.1853,2
"2019","14283020390000",630,1377,2.1857,2
"2019","32211070020000",635,1389,2.1874,2
"2019","14311200260000",933,2041,2.1876,2
"2019","11071190290000",504,1104,2.1905,2
"2019","20362130080000",690,1512,2.1913,2
"2019","01134010480000",900,1974,2.1933,2
"2019","25122270310000",504,1108,2.1984,2
"2019","16054080220000",693,1524,2.1991,2
"2019","17293160130000",406,894,2.202,2
"2019","13094210360000",640,1410,2.2031,2
"2019","14333060310000",1252,2759,2.2037,2
"2019","01184020060000",1038,2288,2.2042,2
"2019","18274020420000",518,1142,2.2046,2
"2019","12234140420000",400,882,2.205,2
"2019","15134020270000",539,1189,2.2059,2
"2019","17273060260000",3405,7512,2.2062,2
"2019","12254200120000",575,1270,2.2087,2
"2019","15134160230000",752,1662,2.2101,2
"2019","25212100240000",700,1548,2.2114,2
"2019","11182010050000",1218,2695,2.2126,2
"2019","15033530020000",616,1364,2.2143,2
"2019","29161250370000",440,976,2.2182,2
"2019","29361120120000",646,1433,2.2183,2
"2019","23264010050000",875,1943,2.2206,2
"2019","25173330200000",435,966,2.2207,2
"2019","17194150350000",540,1200,2.2222,2
"2019","28122100150000",593,1318,2.2226,2
"2019","25304180150000",462,1027,2.2229,2
"2019","12242270090000",760,1690,2.2237,2
"2019","14333240200000",620,1380,2.2258,2
"2019","09334050010000",571,1272,2.2277,2
"2019","12121240530000",730,1628,2.2301,2
"2019","26051010380000",541,1210,2.2366,2
"2019","18174030560000",699,1565,2.2389,2
"2019","13194130410000",1155,2587,2.2398,2
"2019","28023040150000",400,896,2.24,2
"2019","16264190470000",967,2167,2.241,2
"2019","14334070270000",1437,3223,2.2429,2
"2019","17064330280000",868,1950,2.2465,2
"2019","25064150060000",1039,2336,2.2483,2
"2019","19084120330000",500,1125,2.25,2
"2019","19182020240000",1152,2592,2.25,2
"2019","16292030280000",1017,2289,2.2507,2
"2019","18162090120000",504,1135,2.252,2
"2019","02162020320000",440,992,2.2545,2
"2019","13063060250000",644,1452,2.2547,2
"2019","30172070110000",483,1092,2.2609,2
"2019","29071210440000",716,1619,2.2612,2
"2019","29071210430000",716,1619,2.2612,2
"2019","14201230160000",735,1662,2.2612,2
"2019","25202200240000",444,1005,2.2635,2
"2019","22273020340000",480,1088,2.2667,2
"2019","21313220180000",432,980,2.2685,2
"2019","18292030260000",575,1306,2.2713,2
"2019","25023060150000",532,1209,2.2726,2
"2019","18134170450000",637,1449,2.2747,2
"2019","22242030060000",1663,3783,2.2748,2
"2019","17343220350000",2400,5470,2.2792,2
"2019","13084210140000",745,1700,2.2819,2
"2019","21313100280000",780,1782,2.2846,2
"2019","13172090270000",400,914,2.285,2
"2019","14074230650000",1458,3338,2.2894,2
"2019","16274290100000",550,1260,2.2909,2
"2019","25094260180000",572,1311,2.292,2
"2019","30314020080000",600,1376,2.2933,2
"2019","12133140080000",518,1188,2.2934,2
"2019","13194230240000",485,1113,2.2948,2
"2019","25311030290000",1394,3200,2.2956,2
"2019","14321100230000",528,1213,2.2973,2
"2019","14333060180000",1417,3256,2.2978,2
"2019","29032040170000",480,1104,2.3,2
"2019","25284390270000",667,1535,2.3013,2
"2019","10182050550000",1193,2748,2.3034,2
"2019","18011110010000",400,923,2.3075,2
"2019","14314020130000",992,2289,2.3075,2
"2019","17301180010000",1144,2640,2.3077,2
"2019","16262220180000",672,1554,2.3125,2
"2019","29173030090000",640,1480,2.3125,2
"2019","25223060320000",708,1638,2.3136,2
"2019","27341010090000",1063,2460,2.3142,2
"2019","02174000390000",633,1466,2.316,2
"2019","23261080230000",1550,3599,2.3219,2
"2019","15131030090000",638,1482,2.3229,2
"2019","15123000150000",1556,3616,2.3239,2
"2019","05081020250000",1160,2698,2.3259,2
"2019","28122020040000",663,1544,2.3288,2
"2019","16332110240000",800,1866,2.3325,2
"2019","32121010060000",571,1332,2.3327,2
"2019","15092080090000",679,1585,2.3343,2
"2019","29171050190000",885,2067,2.3356,2
"2019","17331130030000",440,1029,2.3386,2
"2019","28022020080000",400,936,2.34,2
"2019","18054260160000",1288,3015,2.3408,2
"2019","17213020070000",1020,2388,2.3412,2
"2019","09161000160000",710,1663,2.3423,2
"2019","15264150020000",797,1869,2.345,2
"2019","25223160070000",440,1032,2.3455,2
"2019","17064260050000",600,1408,2.3467,2
"2019","28313040040000",748,1756,2.3476,2
"2019","15141610080000",672,1578,2.3482,2
"2019","13253100150000",651,1529,2.3487,2
"2019","31334000030000",769,1808,2.3511,2
"2019","10242020350000",542,1275,2.3524,2
"2019","10134150050000",640,1507,2.3547,2
"2019","12241090090000",440,1037,2.3568,2
"2019","17042180310000",1134,2674,2.358,2
"2019","05342130050000",1860,4390,2.3602,2
"2019","20203020090000",711,1679,2.3615,2
"2019","17283070140000",668,1582,2.3683,2
"2019","14324090180000",1322,3132,2.3691,2
"2019","03094010230000",654,1550,2.37,2
"2019","17283190390000",445,1056,2.373,2
"2019","17283090290000",460,1092,2.3739,2
"2019","29074090370000",479,1138,2.3758,2
"2019","32202080270000",576,1369,2.3767,2
"2019","12252040110000",588,1400,2.381,2
"2019","29163030360000",680,1630,2.3971,2
"2019","14324070170000",1140,2735,2.3991,2
"2019","28122070580000",576,1386,2.4063,2
"2019","13171170180000",556,1338,2.4065,2
"2019","19061180300000",666,1603,2.4069,2
"2019","25172020040000",635,1530,2.4094,2
"2019","12243170180000",478,1152,2.41,2
