"tax_year","pin","min_bldg_sf","max_bldg_sf","bldg_sf_ratio","num_sharing_pin"
"2019","15082130150000",408,984,2.4118,2
"2019","04254010010000",1100,2654,2.4127,2
"2019","02031060100000",1466,3540,2.4147,2
"2019","11184050070000",2000,4836,2.418,2
"2019","12343060640000",603,1461,2.4229,2
"2019","12134120200000",572,1386,2.4231,2
"2019","02201090170000",1560,3780,2.4231,2
"2019","17173030170000",841,2038,2.4233,2
"2019","16231040310000",1639,3972,2.4234,2
"2019","16013030050000",1836,4452,2.4248,2
"2019","19061090260000",468,1135,2.4252,2
"2019","28331040270000",1315,3190,2.4259,2
"2019","13181170160000",478,1164,2.4351,2
"2019","14313280580000",763,1859,2.4364,2
"2019","11191220180000",640,1560,2.4375,2
"2019","14333220080000",920,2244,2.4391,2
"2019","24232040590000",585,1427,2.4393,2
"2019","12252090130000",588,1437,2.4439,2
"2019","01024020030000",1285,3146,2.4482,2
"2019","17343120760000",1750,4286,2.4491,2
"2019","19151260010000",430,1054,2.4512,2
"2019","30171170050000",620,1521,2.4532,2
"2019","24364270280000",656,1610,2.4543,2
"2019","13254280190000",693,1701,2.4545,2
"2019","19141080210000",484,1188,2.4545,2
"2019","29182180200000",757,1859,2.4557,2
"2019","09204130170000",647,1590,2.4575,2
"2019","01031010200000",1680,4130,2.4583,2
"2019","16314070280000",425,1045,2.4588,2
"2019","13094100230000",760,1869,2.4592,2
"2019","20033130390000",1840,4525,2.4592,2
"2019","12242230510000",690,1705,2.471,2
"2019","17171140220000",800,1984,2.48,2
"2019","10182000230000",576,1429,2.4809,2
"2019","19083250180000",552,1370,2.4819,2
"2019","25312010100000",400,996,2.49,2
"2019","14333021240000",833,2080,2.497,2
"2019","19301110240000",480,1200,2.5,2
"2019","30062000930000",440,1100,2.5,2
"2019","13301340080000",640,1601,2.5016,2
"2019","25201100220000",518,1296,2.5019,2
"2019","20112121370000",1611,4031,2.5022,2
"2019","22334040140000",880,2202,2.5023,2
"2019","13173010200000",839,2101,2.5042,2
"2019","26073020090000",540,1353,2.5056,2
"2019","14334070110000",1185,2970,2.5063,2
"2019","09173020110000",738,1850,2.5068,2
"2019","20024000420000",1428,3580,2.507,2
"2019","32333080730000",658,1650,2.5076,2
"2019","15134250270000",764,1916,2.5079,2
"2019","20034000720000",2415,6066,2.5118,2
"2019","05334200160000",711,1788,2.5148,2
"2019","13231030130000",690,1736,2.5159,2
"2019","17204220300000",783,1972,2.5185,2
"2019","13094050180000",400,1008,2.52,2
"2019","29171010320000",401,1011,2.5212,2
"2019","19084120450000",500,1261,2.522,2
"2019","20203020030000",452,1140,2.5221,2
"2019","10313070190000",590,1490,2.5254,2
"2019","13311220160000",671,1698,2.5306,2
"2019","20294230130000",684,1736,2.538,2
"2019","15113340100000",456,1158,2.5395,2
"2019","32211020010000",794,2019,2.5428,2
"2019","13363270170000",1100,2800,2.5455,2
"2019","25182070420000",648,1650,2.5463,2
"2019","33171020130000",600,1530,2.55,2
"2019","13172120020000",480,1224,2.55,2
"2019","16264110250000",894,2280,2.5503,2
"2019","01241000060000",832,2127,2.5565,2
"2019","19091310250000",576,1474,2.559,2
"2019","13312090140000",400,1025,2.5625,2
"2019","17053190750000",775,1988,2.5652,2
"2019","20204280100000",961,2466,2.5661,2
"2019","14333290110000",533,1369,2.5685,2
"2019","24124070010000",480,1233,2.5688,2
"2019","32294260140000",621,1596,2.57,2
"2019","28092020070000",1634,4209,2.5759,2
"2019","17213060480000",603,1557,2.5821,2
"2019","17042170290000",1542,3984,2.5837,2
"2019","17042170280000",1542,3984,2.5837,2
"2019","31353000060000",601,1553,2.584,2
"2019","19154280120000",580,1500,2.5862,2
"2019","19182240330000",440,1142,2.5955,2
"2019","25313430080000",440,1144,2.6,2
"2019","28164110320000",640,1665,2.6016,2
"2019","26314100050000",516,1344,2.6047,2
"2019","16091000150000",1317,3432,2.6059,2
"2019","09202180140000",682,1781,2.6114,2
"2019","32282080070000",460,1203,2.6152,2
"2019","15013010120000",1237,3237,2.6168,2
"2019","14192040010000",751,1971,2.6245,2
"2019","19182270090000",424,1113,2.625,2
"2019","11321000250000",1420,3730,2.6268,2
"2019","20192290030000",621,1632,2.628,2
"2019","30171080350000",476,1251,2.6282,2
"2019","13363020330000",550,1450,2.6364,2
"2019","18134110170000",484,1276,2.6364,2
"2019","15354170330000",1132,2988,2.6396,2
"2019","15354170040000",1132,2988,2.6396,2
"2019","15341230620000",716,1890,2.6397,2
"2019","14313020470000",941,2485,2.6408,2
"2019","15013220040000",2112,5580,2.642,2
"2019","31261050110000",753,1990,2.6428,2
"2019","14314020290000",946,2503,2.6459,2
"2019","19174090140000",506,1339,2.6462,2
"2019","16123100460000",990,2620,2.6465,2
"2019","30182270010000",400,1060,2.65,2
"2019","15134090060000",491,1302,2.6517,2
"2019","30084010460000",708,1880,2.6554,2
"2019","21304050180000",960,2551,2.6573,2
"2019","03354010570000",590,1568,2.6576,2
"2019","14293090550000",1023,2725,2.6637,2
"2019","10134210090000",604,1610,2.6656,2
"2019","13141230270000",546,1456,2.6667,2
"2019","15081170240000",658,1757,2.6702,2
"2019","16072070050000",2301,6150,2.6728,2
"2019","12331180060000",720,1930,2.6806,2
"2019","20274310150000",531,1424,2.6817,2
"2019","25081090240000",668,1803,2.6991,2
"2019","26311150110000",480,1296,2.7,2
"2019","24242060320000",448,1210,2.7009,2
"2019","20192080260000",680,1839,2.7044,2
"2019","10132000090000",621,1680,2.7053,2
"2019","16262290240000",550,1488,2.7055,2
"2019","17293270050000",560,1518,2.7107,2
"2019","20112040040000",1392,3780,2.7155,2
"2019","13311190150000",720,1957,2.7181,2
"2019","13053290070000",448,1218,2.7188,2
"2019","32204000430000",400,1088,2.72,2
"2019","30314040140000",441,1200,2.7211,2
"2019","16331110120000",520,1416,2.7231,2
"2019","20231260450000",1803,4911,2.7238,2
"2019","02051010100000",812,2214,2.7266,2
"2019","10123090240000",781,2130,2.7273,2
"2019","13362330100000",600,1640,2.7333,2
"2019","20111070380000",2880,7874,2.734,2
"2019","28094040450000",453,1240,2.7373,2
"2019","30172090300000",710,1944,2.738,2
"2019","32324030140000",560,1536,2.7429,2
"2019","25164180010000",968,2659,2.7469,2
"2019","12012130030000",567,1561,2.7531,2
"2019","10123100090000",697,1924,2.7604,2
"2019","29352110280000",528,1459,2.7633,2
"2019","20203240310000",520,1437,2.7635,2
"2019","01254010020000",2479,6851,2.7636,2
"2019","32203090090000",521,1440,2.7639,2
"2019","30171110010000",664,1836,2.7651,2
"2019","17351020090000",1606,4443,2.7665,2
"2019","15034180040000",600,1669,2.7817,2
"2019","05201130150000",1206,3359,2.7852,2
"2019","17081080180000",1108,3087,2.7861,2
"2019","26083240220000",680,1900,2.7941,2
"2019","20263190250000",450,1259,2.7978,2
"2019","14314090410000",960,2688,2.8,2
"2019","21311130200000",420,1176,2.8,2
"2019","16191050160000",756,2117,2.8003,2
"2019","20081170420000",900,2530,2.8111,2
"2019","24091350120000",440,1237,2.8114,2
"2019","15103170230000",532,1496,2.812,2
"2019","11181020130000",756,2126,2.8122,2
"2019","25171000110000",808,2273,2.8131,2
"2019","16363190050000",594,1671,2.8131,2
"2019","05212020010000",2187,6174,2.823,2
"2019","09344030110000",900,2548,2.8311,2
"2019","20112040100000",1879,5333,2.8382,2
"2019","15122080010000",621,1763,2.839,2
"2019","26321100100000",384,1092,2.8438,2
"2019","12234150040000",519,1477,2.8459,2
"2019","24232010540000",447,1273,2.8479,2
"2019","04262031010000",915,2611,2.8536,2
"2019","25301300020000",400,1143,2.8575,2
"2019","25304100230000",511,1462,2.8611,2
"2019","32213210120000",501,1434,2.8623,2
"2019","15122030130000",746,2137,2.8646,2
"2019","04353100110000",680,1948,2.8647,2
"2019","29061090150000",805,2310,2.8696,2
"2019","16021310040000",400,1150,2.875,2
"2019","02052030070000",880,2530,2.875,2
"2019","13063100110000",504,1449,2.875,2
"2019","12012020280000",512,1475,2.8809,2
"2019","17061040210000",1496,4314,2.8837,2
"2019","15101030560000",426,1232,2.892,2
"2019","05354090120000",687,1987,2.8923,2
"2019","15013140040000",1073,3104,2.8928,2
"2019","14203240170000",570,1650,2.8947,2
"2019","15354140200000",1224,3545,2.8962,2
"2019","14203300100000",798,2313,2.8985,2
"2019","15123080210000",607,1760,2.8995,2
"2019","05271010020000",1399,4060,2.9021,2
"2019","04291000410000",1212,3523,2.9068,2
"2019","29323040240000",440,1279,2.9068,2
"2019","15134030430000",441,1283,2.9093,2
"2019","15101130110000",464,1351,2.9116,2
"2019","18351010340000",650,1895,2.9154,2
"2019","11184210050000",2572,7501,2.9164,2
"2019","13192030190000",600,1752,2.92,2
"2019","13063060260000",1119,3269,2.9214,2
"2019","11312010320000",648,1896,2.9259,2
"2019","16251250320000",437,1280,2.9291,2
"2019","11071160260000",1271,3724,2.93,2
"2019","12331120190000",489,1433,2.9305,2
"2019","12331090210000",480,1408,2.9333,2
"2019","18043010210000",966,2835,2.9348,2
"2019","29081250490000",697,2048,2.9383,2
"2019","17294260710000",577,1696,2.9393,2
"2019","15031270540000",1155,3402,2.9455,2
"2019","14291050420000",760,2240,2.9474,2
"2019","14331240130000",926,2738,2.9568,2
"2019","17344100330000",1200,3552,2.96,2
"2019","11193290160000",900,2671,2.9678,2
"2019","16194040240000",434,1290,2.9724,2
"2019","13191080270000",546,1625,2.9762,2
"2019","01112010070000",1059,3155,2.9792,2
"2019","15113270010000",600,1789,2.9817,2
"2019","15354070010000",1125,3355,2.9822,2
"2019","28212130290000",649,1937,2.9846,2
"2019","19174200240000",400,1196,2.99,2
"2019","14163010330000",1914,5727,2.9922,2
"2019","14311290420000",400,1200,3.0,2
"2019","24254060410000",484,1452,3.0,2
"2019","05293110050000",2344,7033,3.0004,2
"2019","13354080140000",669,2008,3.0015,2
"2019","10134080020000",579,1738,3.0017,2
"2019","05274200040000",1661,4986,3.0018,2
"2019","16244140170000",402,1208,3.005,2
"2019","13321170360000",480,1443,3.0063,2
"2019","13172000130000",609,1832,3.0082,2
"2019","26083270310000",614,1849,3.0114,2
"2019","16014110150000",672,2024,3.0119,2
"2019","29071050330000",525,1584,3.0171,2
"2019","12331130290000",540,1631,3.0204,2
"2019","02154010060000",515,1557,3.0233,2
"2019","29173200280000",400,1210,3.025,2
"2019","25173000140000",714,2164,3.0308,2
"2019","15033430010000",754,2288,3.0345,2
"2019","25201110250000",840,2553,3.0393,2
"2019","16242170160000",1362,4140,3.0396,2
"2019","26071610110000",680,2070,3.0441,2
"2019","14053240080000",917,2792,3.0447,2
"2019","16142050320000",1297,3952,3.047,2
"2019","19181270170000",462,1408,3.0476,2
"2019","13301220130000",504,1536,3.0476,2
"2019","11184110020000",912,2787,3.0559,2
"2019","17031090080000",1088,3328,3.0588,2
"2019","16253050410000",494,1512,3.0607,2
"2019","13304030040000",435,1332,3.0621,2
"2019","10244070040000",882,2702,3.0635,2
"2019","17194050340000",640,1962,3.0656,2
"2019","05354010230000",1040,3193,3.0702,2
"2019","24131030120000",615,1889,3.0715,2
"2019","15013080150000",779,2401,3.0822,2
"2019","18073000780000",1494,4608,3.0843,2
"2019","32131000080000",861,2657,3.0859,2
"2019","29174070260000",472,1457,3.0869,2
"2019","26312260260000",485,1500,3.0928,2
"2019","05281030880000",550,1708,3.1055,2
"2019","15013010220000",776,2411,3.107,2
"2019","20202180280000",756,2354,3.1138,2
"2019","01031000290000",975,3041,3.119,2
"2019","29074280300000",400,1248,3.12,2
"2019","13361140030000",1050,3281,3.1248,2
"2019","32281080440000",600,1875,3.125,2
"2019","32281080450000",600,1875,3.125,2
"2019","05274040120000",1224,3872,3.1634,2
"2019","12264130310000",556,1763,3.1709,2
"2019","10132250130000",1132,3590,3.1714,2
"2019","16074150180000",840,2667,3.175,2
"2019","13064060100000",648,2064,3.1852,2
"2019","14331230080000",780,2490,3.1923,2
"2019","20112040220000",1005,3212,3.196,2
"2019","28281020850000",733,2346,3.2005,2
"2019","23261050370000",1216,3906,3.2122,2
"2019","22291230010000",687,2213,3.2213,2
"2019","09364060140000",514,1656,3.2218,2
"2019","14293070400000",1375,4432,3.2233,2
"2019","16074070110000",969,3130,3.2301,2
"2019","16062120080000",724,2340,3.232,2
"2019","32291030280000",1490,4818,3.2336,2
"2019","14204230620000",935,3024,3.2342,2
"2019","13094060180000",688,2228,3.2384,2
"2019","20142000240000",1211,3926,3.2419,2
"2019","13211170200000",400,1298,3.245,2
"2019","17343120730000",1663,5411,3.2538,2
"2019","16081140120000",638,2077,3.2555,2
"2019","01061000080000",816,2659,3.2586,2
"2019","29161280490000",690,2251,3.2623,2
"2019","29161280480000",690,2251,3.2623,2
"2019","13321190430000",509,1661,3.2633,2
"2019","25271020420000",408,1332,3.2647,2
"2019","30084050120000",670,2196,3.2776,2
"2019","02164100020000",909,2985,3.2838,2
"2019","13213140330000",400,1314,3.285,2
"2019","29363010170000",507,1670,3.2939,2
"2019","14322180510000",660,2176,3.297,2
"2019","12294050060000",400,1319,3.2975,2
"2019","20111100230000",1080,3568,3.3037,2
"2019","05282210080000",667,2208,3.3103,2
"2019","11191140320000",960,3185,3.3177,2
"2019","18043220130000",520,1728,3.3231,2
"2019","22333010060000",1120,3725,3.3259,2
"2019","05292030170000",3410,11360,3.3314,2
"2019","16173180330000",551,1836,3.3321,2
"2019","16054280430000",528,1760,3.3333,2
"2019","12242020320000",493,1644,3.3347,2
"2019","16363070100000",477,1591,3.3354,2
"2019","01134000090000",613,2046,3.3377,2
"2019","24081160210000",492,1644,3.3415,2
"2019","25042050150000",474,1584,3.3418,2
"2019","29182140290000",480,1605,3.3438,2
"2019","16072080090000",931,3116,3.3469,2
"2019","14291220210000",1117,3739,3.3474,2
"2019","14333020450000",1721,5761,3.3475,2
"2019","29363000010000",464,1554,3.3491,2
"2019","13172210310000",576,1931,3.3524,2
"2019","32203010050000",504,1690,3.3532,2
"2019","16054160230000",400,1344,3.36,2
"2019","16064230200000",798,2683,3.3622,2
"2019","22261000020000",492,1658,3.3699,2
"2019","15043010470000",480,1620,3.375,2
"2019","13191100340000",448,1512,3.375,2
"2019","18021180070000",440,1485,3.375,2
"2019","05341000060000",459,1552,3.3813,2
"2019","15341040350000",413,1398,3.385,2
"2019","23052010140000",680,2304,3.3882,2
"2019","13334160530000",528,1789,3.3883,2
"2019","13131120200000",432,1464,3.3889,2
"2019","05274180160000",934,3170,3.394,2
"2019","15023090140000",648,2200,3.3951,2
"2019","20112070050000",2351,7990,3.3986,2
"2019","14083050320000",720,2451,3.4042,2
"2019","23354000070000",2832,9674,3.416,2
"2019","02143230010000",733,2504,3.4161,2
"2019","29161090710000",582,1994,3.4261,2
"2019","11194050190000",1428,4893,3.4265,2
"2019","11192100160000",1355,4652,3.4332,2
"2019","30201060100000",498,1711,3.4357,2
"2019","04202010220000",474,1631,3.4409,2
"2019","16064190270000",949,3266,3.4415,2
"2019","10134040080000",975,3356,3.4421,2
"2019","01044030100000",1341,4628,3.4512,2
"2019","16054060420000",1032,3576,3.4651,2
"2019","25223160090000",504,1747,3.4663,2
"2019","11184160120000",1576,5465,3.4676,2
"2019","21301200210000",616,2138,3.4708,2
"2019","16064190070000",832,2890,3.4736,2
"2019","16022110090000",682,2370,3.4751,2
"2019","11191090110000",614,2137,3.4805,2
"2019","14283140110000",896,3120,3.4821,2
"2019","16262120240000",1135,3960,3.489,2
"2019","14173080180000",1028,3590,3.4922,2
"2019","01043010050000",899,3144,3.4972,2
"2019","20121140500000",1205,4216,3.4988,2
"2019","20111060080000",2254,7928,3.5173,2
"2019","20142010210000",875,3078,3.5177,2
"2019","17193210210000",770,2712,3.5221,2
"2019","13312080340000",517,1826,3.5319,2
"2019","16333210530000",537,1899,3.5363,2
"2019","16314220110000",552,1958,3.5471,2
"2019","14314020310000",676,2400,3.5503,2
"2019","16183090230000",814,2892,3.5528,2
"2019","03094010800000",443,1577,3.5598,2
"2019","19301100010000",441,1572,3.5646,2
"2019","17171100300000",756,2696,3.5661,2
"2019","25071000340000",478,1705,3.5669,2
"2019","11192230170000",1081,3856,3.5671,2
"2019","10362240010000",609,2173,3.5681,2
"2019","29074180170000",422,1507,3.5711,2
"2019","20184230490000",462,1650,3.5714,2
"2019","15333030280000",948,3388,3.5738,2
"2019","15361030040000",1424,5092,3.5758,2
"2019","05282220020000",880,3158,3.5886,2
"2019","12241050160000",551,1980,3.5935,2
"2019","15363120320000",600,2160,3.6,2
"2019","05072120070000",550,1982,3.6036,2
"2019","14283210350000",2975,10730,3.6067,2
"2019","20192050370000",456,1650,3.6184,2
"2019","20111110340000",2304,8346,3.6224,2
"2019","20071090430000",1080,3927,3.6361,2
"2019","05211250130000",1099,4012,3.6506,2
"2019","17171140430000",981,3585,3.6544,2
"2019","13213040160000",574,2099,3.6568,2
"2019","26083210240000",457,1674,3.663,2
"2019","14333220060000",546,2000,3.663,2
"2019","01031010350000",1432,5255,3.6697,2
"2019","10132250090000",2279,8373,3.674,2
"2019","29173010270000",480,1764,3.675,2
"2019","05181010400000",1440,5296,3.6778,2
"2019","30172050460000",400,1473,3.6825,2
"2019","29034100260000",400,1474,3.685,2
"2019","05204050070000",1127,4160,3.6912,2
"2019","14324120050000",1143,4223,3.6947,2
"2019","17181020270000",761,2821,3.707,2
"2019","11181100260000",789,2926,3.7085,2
"2019","20113050110000",712,2652,3.7247,2
"2019","11184200130000",1635,6090,3.7248,2
"2019","10242230230000",480,1788,3.725,2
"2019","22341010100000",702,2624,3.7379,2
"2019","17193110360000",618,2313,3.7427,2
"2019","22241010140000",1415,5304,3.7484,2
"2019","05083020170000",1113,4172,3.7484,2
"2019","06211020080000",688,2588,3.7616,2
"2019","18293000160000",469,1768,3.7697,2
"2019","30083020350000",541,2040,3.7708,2
"2019","30083020360000",541,2040,3.7708,2
"2019","05342180310000",540,2040,3.7778,2
"2019","25283050100000",1398,5285,3.7804,2
"2019","25283050090000",1398,5285,3.7804,2
"2019","11321010080000",789,2984,3.782,2
"2019","23261040030000",1825,6913,3.7879,2
"2019","13254220200000",506,1918,3.7905,2
"2019","10144100210000",400,1517,3.7925,2
"2019","17171100100000",885,3360,3.7966,2
"2019","12242260030000",400,1519,3.7975,2
"2019","11192020160000",675,2566,3.8015,2
"2019","11192020210000",798,3034,3.802,2
"2019","05273000030000",928,3532,3.806,2
"2019","32344010330000",803,3060,3.8107,2
"2019","25291030550000",458,1746,3.8122,2
"2019","16081180140000",663,2530,3.816,2
"2019","01113020160000",1947,7446,3.8243,2
"2019","05352020300000",1147,4387,3.8248,2
"2019","20113180170000",980,3750,3.8265,2
"2019","05072170270000",1044,3996,3.8276,2
"2019","20113180010000",840,3216,3.8286,2
"2019","14283130260000",1728,6630,3.8368,2
"2019","16322130240000",483,1854,3.8385,2
"2019","17283130040000",520,2000,3.8462,2
"2019","01302000030000",1065,4097,3.8469,2
"2019","14324080550000",1008,3883,3.8522,2
"2019","17333160280000",1200,4628,3.8567,2
"2019","16081180030000",667,2577,3.8636,2
"2019","14182150170000",1274,4935,3.8736,2
"2019","02224100080000",780,3024,3.8769,2
"2019","28303070150000",638,2475,3.8793,2
"2019","17173010330000",713,2766,3.8794,2
"2019","11192180030000",696,2703,3.8836,2
"2019","10104240070000",474,1841,3.884,2
"2019","11182000090000",874,3397,3.8867,2
"2019","09202230120000",400,1556,3.89,2
"2019","16114130320000",1242,4833,3.8913,2
"2019","05303130100000",400,1558,3.895,2
"2019","14332070290000",862,3358,3.8956,2
"2019","03302320100000",741,2890,3.9001,2
"2019","13173020290000",432,1692,3.9167,2
"2019","14314290030000",618,2421,3.9175,2
"2019","16114130360000",880,3448,3.9182,2
"2019","31313010100000",1405,5515,3.9253,2
"2019","32061040400000",440,1728,3.9273,2
"2019","14084170300000",726,2865,3.9463,2
"2019","25313120010000",672,2652,3.9464,2
"2019","11184050110000",897,3543,3.9498,2
"2019","12244200010000",500,1975,3.95,2
"2019","13291170370000",461,1821,3.9501,2
"2019","05292030010000",1296,5120,3.9506,2
"2019","24144150940000",560,2217,3.9589,2
"2019","25024150010000",601,2386,3.97,2
"2019","32061100140000",444,1764,3.973,2
"2019","11184050130000",2125,8454,3.9784,2
"2019","10123070080000",523,2082,3.9809,2
"2019","16063250130000",980,3913,3.9929,2
"2019","16263180390000",840,3360,4.0,2
"2019","13254090240000",836,3348,4.0048,2
"2019","13364100010000",555,2224,4.0072,2
"2019","20173080490000",543,2180,4.0147,2
"2019","03323240190000",641,2574,4.0156,2
"2019","14313250250000",624,2510,4.0224,2
"2019","14322140240000",760,3060,4.0263,2
"2019","13201100290000",500,2014,4.028,2
"2019","09173090210000",563,2271,4.0337,2
"2019","17044060070000",912,3687,4.0428,2
"2019","12282150140000",633,2560,4.0442,2
"2019","20111150200000",825,3348,4.0582,2
"2019","16064080070000",798,3239,4.0589,2
"2019","29293150140000",528,2146,4.0644,2
"2019","04364000170000",869,3538,4.0713,2
"2019","17062150320000",750,3064,4.0853,2
"2019","32044010060000",400,1635,4.0875,2
"2019","11192090040000",960,3932,4.0958,2
"2019","12243190150000",525,2152,4.099,2
"2019","13213010370000",561,2302,4.1034,2
"2019","11191040040000",719,2957,4.1127,2
"2019","12244150070000",420,1729,4.1167,2
"2019","20023010400000",748,3080,4.1176,2
"2019","09264010090000",721,2973,4.1234,2
"2019","32322050240000",400,1656,4.14,2
"2019","25212290370000",484,2004,4.1405,2
"2019","14322180110000",792,3285,4.1477,2
"2019","16201180130000",647,2684,4.1484,2
"2019","05171230230000",969,4032,4.161,2
"2019","11184170030000",1176,4897,4.1641,2
"2019","29034120190000",628,2630,4.1879,2
"2019","15013080460000",939,3940,4.196,2
"2019","13191310100000",480,2016,4.2,2
"2019","05343110340000",574,2416,4.2091,2
"2019","25041220470000",400,1686,4.215,2
"2019","15354170070000",1009,4256,4.218,2
"2019","15111330280000",420,1774,4.2238,2
"2019","01041000180000",1976,8371,4.2363,2
"2019","27194000010000",586,2492,4.2526,2
"2019","25281250090000",600,2555,4.2583,2
"2019","01183020120000",666,2838,4.2613,2
"2019","05344250200000",400,1710,4.275,2
"2019","05171070180000",500,2138,4.276,2
"2019","15353200170000",621,2656,4.277,2
"2019","15353200160000",621,2656,4.277,2
"2019","01034000360000",2112,9045,4.2827,2
"2019","01342020340000",832,3568,4.2885,2
"2019","11192190060000",742,3185,4.2925,2
"2019","23321020100000",854,3667,4.2939,2
"2019","11184160100000",1202,5172,4.3028,2
"2019","01033010090000",782,3368,4.3069,2
"2019","25064150020000",704,3033,4.3082,2
"2019","10132250230000",1248,5386,4.3157,2
"2019","13084250590000",400,1728,4.32,2
"2019","20112040090000",1000,4324,4.324,2
"2019","16071030060000",947,4134,4.3654,2
"2019","20101110160000",1021,4468,4.3761,2
"2019","14174090210000",956,4185,4.3776,2
"2019","11072070140000",1048,4592,4.3817,2
"2019","16044160320000",450,1976,4.3911,2
"2019","16032070170000",720,3165,4.3958,2
"2019","26312090370000",555,2441,4.3982,2
"2019","17042090210000",800,3520,4.4,2
"2019","25301090090000",496,2184,4.4032,2
"2019","29173050320000",792,3500,4.4192,2
"2019","16251210070000",680,3012,4.4294,2
"2019","01222010130000",546,2441,4.4707,2
"2019","33054000490000",554,2477,4.4711,2
"2019","14334060130000",495,2215,4.4747,2
"2019","11191030220000",600,2688,4.48,2
"2019","04094000060000",938,4207,4.4851,2
"2019","17071160310000",500,2246,4.492,2
"2019","17341060400000",939,4221,4.4952,2
"2019","32342020180000",400,1800,4.5,2
"2019","15114020110000",812,3656,4.5025,2
"2019","23263150090000",680,3064,4.5059,2
"2019","16072090140000",869,3933,4.5259,2
"2019","01044000020000",894,4050,4.5302,2
"2019","16032000060000",578,2627,4.545,2
"2019","14322130410000",485,2206,4.5485,2
"2019","20243120140000",600,2740,4.5667,2
"2019","32122000170000",530,2423,4.5717,2
"2019","14174100260000",1342,6157,4.5879,2
"2019","29131000580000",1396,6451,4.6211,2
"2019","12242260320000",420,1943,4.6262,2
"2019","14294270360000",675,3133,4.6415,2
"2019","20142070390000",1520,7056,4.6421,2
"2019","11181210020000",840,3901,4.644,2
"2019","05083040130000",741,3452,4.6586,2
"2019","14324090210000",553,2585,4.6745,2
"2019","05211170180000",836,3910,4.677,2
"2019","16064210080000",750,3510,4.68,2
"2019","13352080290000",1066,4996,4.6867,2
"2019","19114040260000",480,2250,4.6875,2
"2019","20113190010000",700,3282,4.6886,2
"2019","14331230260000",575,2700,4.6957,2
"2019","11191120160000",408,1921,4.7083,2
"2019","13193070210000",516,2431,4.7112,2
"2019","11184150010000",1094,5169,4.7249,2
"2019","05064040760000",1724,8151,4.728,2
"2019","15033310080000",400,1892,4.73,2
"2019","16071080350000",666,3154,4.7357,2
"2019","11191140080000",1197,5677,4.7427,2
"2019","14331020140000",630,2988,4.7429,2
"2019","14182100160000",720,3417,4.7458,2
"2019","05213210180000",1237,5875,4.7494,2
"2019","20103030220000",600,2852,4.7533,2
"2019","17322070040000",576,2738,4.7535,2
"2019","20111140250000",1268,6044,4.7666,2
"2019","05354000120000",840,4016,4.781,2
"2019","20111110160000",2677,12856,4.8024,2
"2019","11183260020000",1542,7439,4.8243,2
"2019","03203001090000",437,2112,4.833,2
"2019","05354030080000",1072,5189,4.8405,2
"2019","14074220390000",610,2962,4.8557,2
"2019","15013110180000",1436,6989,4.867,2
"2019","19144240040000",405,1974,4.8741,2
"2019","05062000020000",1688,8254,4.8898,2
"2019","20111110230000",900,4412,4.9022,2
"2019","31122100320000",832,4090,4.9159,2
"2019","05334220140000",600,2956,4.9267,2
"2019","14334030070000",902,4446,4.929,2
"2019","12292040340000",522,2578,4.9387,2
"2019","20111080040000",1260,6229,4.9437,2
"2019","20024000300000",526,2604,4.9506,2
"2019","20243130190000",772,3830,4.9611,2
"2019","16071140150000",600,2977,4.9617,2
"2019","14283130510000",989,4908,4.9626,2
"2019","11184190290000",610,3031,4.9689,2
"2019","10242230210000",624,3103,4.9728,2
"2019","05081010450000",1387,6934,4.9993,2
"2019","15363030380000",920,4611,5.012,2
"2019","18311030020000",440,2206,5.0136,2
"2019","05282060080000",1159,5824,5.025,2
"2019","17193110040000",567,2860,5.0441,2
"2019","25191120280000",621,3143,5.0612,2
"2019","16072080040000",660,3341,5.0621,2
"2019","25064030140000",693,3528,5.0909,2
"2019","05292020170000",1491,7594,5.0932,2
"2019","18281030230000",735,3744,5.0939,2
"2019","11192120040000",954,4868,5.1027,2
"2019","05184010150000",775,3956,5.1045,2
"2019","11184160110000",955,4876,5.1058,2
"2019","14331240300000",669,3416,5.1061,2
"2019","14294250130000",560,2862,5.1107,2
"2019","01093010020000",1654,8454,5.1112,2
"2019","11184050200000",1120,5742,5.1268,2
"2019","15361040430000",1200,6167,5.1392,2
"2019","13364120560000",441,2272,5.1519,2
"2019","05274080040000",753,3888,5.1633,2
"2019","13321110260000",484,2500,5.1653,2
"2019","05072040160000",1206,6244,5.1774,2
"2019","01024030070000",1175,6115,5.2043,2
"2019","05293020320000",728,3792,5.2088,2
"2019","05281060290000",1089,5709,5.2424,2
"2019","11184160030000",714,3751,5.2535,2
"2019","05341080120000",588,3090,5.2551,2
"2019","01104010140000",863,4545,5.2665,2
"2019","16083110070000",548,2890,5.2737,2
"2019","11072050040000",650,3432,5.28,2
"2019","25184020290000",500,2640,5.28,2
"2019","05294070580000",432,2288,5.2963,2
"2019","15132060210000",583,3092,5.3036,2
"2019","14213130300000",870,4625,5.3161,2
"2019","11304140190000",625,3327,5.3232,2
"2019","05344110030000",588,3136,5.3333,2
"2019","20113050120000",777,4144,5.3333,2
"2019","04363100030000",504,2705,5.3671,2
"2019","05354080030000",456,2457,5.3882,2
"2019","01011260760000",816,4405,5.3983,2
"2019","13064030300000",522,2818,5.3985,2
"2019","28122120200000",463,2510,5.4212,2
